@relation 'mxmh_survey_results-weka.filters.unsupervised.attribute.Remove-R1,33-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C32-Llast-weka.filters.unsupervised.attribute.Remove-R32,33-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-Rfirst-last-precision6'

@attribute Age {'\'(-inf-14.8]\'','\'(14.8-19.6]\'','\'(19.6-24.4]\'','\'(24.4-29.2]\'','\'(29.2-34]\'','\'(34-38.8]\'','\'(38.8-43.6]\'','\'(43.6-48.4]\'','\'(48.4-53.2]\'','\'(53.2-inf)\''}
@attribute 'Primary streaming service' {Spotify,Pandora,'YouTube Music','I do not use a streaming service.','Apple Music','Other streaming service'}
@attribute 'Hours per day' {'\'(-inf-1.4]\'','\'(1.4-2.8]\'','\'(2.8-4.2]\'','\'(4.2-5.6]\'','\'(5.6-7]\'','\'(7-8.4]\'','\'(8.4-inf)\''}
@attribute 'While working' {Yes,No}
@attribute Instrumentalist {Yes,No}
@attribute Composer {Yes,No}
@attribute 'Fav genre' {Latin,Rock,'Video game music',Jazz,R&B,'K pop',Country,EDM,'Hip hop',Pop,Rap,Classical,Metal,Folk,Lofi,Gospel}
@attribute Exploratory {Yes,No}
@attribute 'Foreign languages' {Yes,No}
@attribute BPM {'\'(-inf-22]\'','\'(22-44]\'','\'(44-66]\'','\'(66-88]\'','\'(88-110]\'','\'(110-132]\'','\'(132-154]\'','\'(154-inf)\''}
@attribute 'Frequency [Classical]' {Rarely,Sometimes,Never,'Very frequently'}
@attribute 'Frequency [Country]' {Never,Sometimes,'Very frequently',Rarely}
@attribute 'Frequency [EDM]' {Rarely,Never,'Very frequently',Sometimes}
@attribute 'Frequency [Folk]' {Never,Rarely,Sometimes,'Very frequently'}
@attribute 'Frequency [Gospel]' {Never,Sometimes,Rarely,'Very frequently'}
@attribute 'Frequency [Hip hop]' {Sometimes,Rarely,Never,'Very frequently'}
@attribute 'Frequency [Jazz]' {Never,'Very frequently',Rarely,Sometimes}
@attribute 'Frequency [K pop]' {'Very frequently',Rarely,Sometimes,Never}
@attribute 'Frequency [Latin]' {'Very frequently',Sometimes,Never,Rarely}
@attribute 'Frequency [Lofi]' {Rarely,Sometimes,'Very frequently',Never}
@attribute 'Frequency [Metal]' {Never,Sometimes,Rarely,'Very frequently'}
@attribute 'Frequency [Pop]' {'Very frequently',Sometimes,Rarely,Never}
@attribute 'Frequency [R&B]' {Sometimes,Never,'Very frequently',Rarely}
@attribute 'Frequency [Rap]' {'Very frequently',Rarely,Never,Sometimes}
@attribute 'Frequency [Rock]' {Never,'Very frequently',Rarely,Sometimes}
@attribute 'Frequency [Video game music]' {Sometimes,Rarely,'Very frequently',Never}
@attribute Anxiety {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-inf)\''}
@attribute Depression {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-inf)\''}
@attribute Insomnia {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-7]\'','\'(7-8]\'','\'(8-9]\'','\'(9-inf)\''}
@attribute OCD {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-7]\'','\'(7-8]\'','\'(8-9]\'','\'(9-inf)\''}
@attribute 'Music effects' {'No effect',Improve,Worsen}

@data
'\'(19.6-24.4]\'',Spotify,'\'(5.6-7]\'',Yes,No,No,Folk,Yes,Yes,'\'(132-154]\'',Sometimes,Rarely,Rarely,'Very frequently',Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,'Very frequently',Rarely,Rarely,'Very frequently','Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(7-8]\'','\'(9-inf)\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,No,'K pop',No,Yes,'\'(154-inf)\'',Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,'Very frequently',Sometimes,Sometimes,Never,'Very frequently',Rarely,Sometimes,Never,Never,'\'(6-inf)\'','\'(1-2]\'','\'(6-7]\'','\'(7-8]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',No,Yes,Yes,Metal,Yes,No,'\'(154-inf)\'',Never,Never,Never,Rarely,Never,Sometimes,'Very frequently',Never,Rarely,Never,'Very frequently',Rarely,Sometimes,Sometimes,Sometimes,Rarely,'\'(6-inf)\'','\'(5-6]\'','\'(7-8]\'','\'(4-5]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,R&B,Yes,Yes,'\'(110-132]\'',Rarely,Rarely,Rarely,Never,Never,'Very frequently',Sometimes,Never,Never,Rarely,Never,'Very frequently','Very frequently','Very frequently','Very frequently',Rarely,'\'(5-6]\'','\'(3-4]\'','\'(-inf-1]\'','\'(5-6]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Pop,Yes,No,'\'(110-132]\'','Very frequently',Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,'Very frequently','Very frequently',Never,Sometimes,Never,'\'(2-3]\'','\'(3-4]\'','\'(5-6]\'','\'(7-8]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(-inf-1.4]\'',No,No,No,R&B,Yes,Yes,'\'(66-88]\'',Never,Never,Never,Never,Rarely,'Very frequently',Never,Never,Never,Never,Never,'Very frequently','Very frequently',Sometimes,Never,Never,'\'(2-3]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(48.4-53.2]\'',Pandora,'\'(2.8-4.2]\'',Yes,No,No,R&B,Yes,Yes,'\'(132-154]\'',Rarely,Sometimes,Rarely,Rarely,Rarely,'Very frequently',Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Classical,Yes,No,'\'(110-132]\'','Very frequently',Never,'Very frequently',Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,'\'(4-5]\'','\'(5-6]\'','\'(6-7]\'','\'(6-7]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,'Video game music',Yes,Yes,'\'(88-110]\'',Sometimes,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,'Very frequently',Never,Rarely,Sometimes,Never,Never,'Very frequently','\'(6-inf)\'','\'(-inf-1]\'','\'(2-3]\'','\'(-inf-1]\'','No effect'
'\'(24.4-29.2]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,Pop,No,No,'\'(110-132]\'',Never,Never,Rarely,Rarely,Never,'Very frequently',Never,Never,Never,Sometimes,Rarely,'Very frequently',Never,'Very frequently',Never,'Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(7-8]\'','\'(8-9]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,No,R&B,Yes,Yes,'\'(154-inf)\'',Rarely,Sometimes,'Very frequently',Never,Rarely,'Very frequently',Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,'Very frequently',Sometimes,Rarely,Sometimes,'\'(2-3]\'','\'(-inf-1]\'','\'(2-3]\'','\'(3-4]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(4.2-5.6]\'',Yes,No,No,EDM,Yes,Yes,'\'(132-154]\'',Never,Never,'Very frequently',Never,Never,'Very frequently',Never,Never,Never,'Very frequently',Never,'Very frequently','Very frequently','Very frequently','Very frequently',Sometimes,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(14.8-19.6]\'','Other streaming service','\'(5.6-7]\'',Yes,No,No,Pop,No,No,'\'(110-132]\'',Sometimes,Rarely,Rarely,Rarely,'Very frequently',Sometimes,Rarely,Sometimes,'Very frequently',Rarely,Rarely,'Very frequently',Sometimes,Sometimes,Sometimes,Sometimes,'\'(5-6]\'','\'(5-6]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(-inf-14.8]\'','YouTube Music','\'(-inf-1.4]\'',Yes,No,No,'Video game music',Yes,No,'\'(110-132]\'',Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,'Very frequently','\'(3-4]\'','\'(2-3]\'','\'(3-4]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'','I do not use a streaming service.','\'(-inf-1.4]\'',No,No,No,Pop,No,No,'\'(154-inf)\'',Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,'Very frequently',Never,'Very frequently',Rarely,Rarely,Sometimes,Never,'\'(5-6]\'','\'(3-4]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(-inf-14.8]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Rock,Yes,No,'\'(66-88]\'',Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,'Very frequently',Sometimes,'\'(1-2]\'','\'(5-6]\'','\'(2-3]\'','\'(-inf-1]\'',Worsen
'\'(24.4-29.2]\'',Spotify,'\'(-inf-1.4]\'',Yes,No,No,Pop,Yes,Yes,'\'(110-132]\'',Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,'Very frequently',Never,Sometimes,Never,'Very frequently',Sometimes,Sometimes,Sometimes,'Very frequently','\'(6-inf)\'','\'(2-3]\'','\'(2-3]\'','\'(2-3]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(7-8.4]\'',No,No,No,Rock,No,Yes,'\'(154-inf)\'',Never,Sometimes,Sometimes,'Very frequently',Never,'Very frequently',Rarely,'Very frequently',Never,Never,Sometimes,Sometimes,'Very frequently','Very frequently','Very frequently','Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(6-7]\'','\'(2-3]\'','No effect'
'\'(29.2-34]\'',Spotify,'\'(7-8.4]\'',Yes,Yes,Yes,Rock,Yes,No,'\'(110-132]\'',Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,'Very frequently',Never,'\'(6-inf)\'','\'(5-6]\'','\'(5-6]\'','\'(7-8]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(-inf-1.4]\'',Yes,No,No,Pop,Yes,Yes,'\'(110-132]\'',Never,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,'Very frequently',Sometimes,Sometimes,Sometimes,Never,'\'(5-6]\'','\'(2-3]\'','\'(-inf-1]\'','\'(6-7]\'',Improve
'\'(14.8-19.6]\'','Apple Music','\'(-inf-1.4]\'',No,Yes,No,Rap,Yes,Yes,'\'(110-132]\'',Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,'Very frequently',Never,Sometimes,'\'(1-2]\'','\'(-inf-1]\'','\'(2-3]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'','I do not use a streaming service.','\'(8.4-inf)\'',Yes,Yes,Yes,Metal,No,Yes,'\'(154-inf)\'',Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,'Very frequently',Never,Never,Never,Sometimes,Never,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(8.4-inf)\'',Yes,Yes,Yes,Rock,Yes,No,'\'(88-110]\'',Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,'Very frequently','Very frequently',Sometimes,Sometimes,'Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(5-6]\'','\'(5-6]\'',Improve
'\'(38.8-43.6]\'',Spotify,'\'(4.2-5.6]\'',Yes,No,No,Rock,Yes,Yes,'\'(154-inf)\'',Sometimes,Sometimes,Sometimes,Sometimes,Never,'Very frequently',Rarely,Rarely,Sometimes,Rarely,Sometimes,'Very frequently',Sometimes,'Very frequently','Very frequently',Rarely,'\'(2-3]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(8.4-inf)\'',Yes,No,No,Rock,Yes,Yes,'\'(154-inf)\'',Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,'Very frequently',Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(9-inf)\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,No,Classical,Yes,Yes,'\'(154-inf)\'','Very frequently',Never,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,'Very frequently',Rarely,Never,'Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(5-6]\'','\'(1-2]\'',Improve
'\'(53.2-inf)\'','Other streaming service','\'(5.6-7]\'',Yes,No,No,R&B,No,No,'\'(110-132]\'',Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,'\'(1-2]\'','\'(-inf-1]\'','\'(9-inf)\'','\'(9-inf)\'',Improve
'\'(24.4-29.2]\'','Other streaming service','\'(1.4-2.8]\'',Yes,No,No,R&B,Yes,No,'\'(66-88]\'',Rarely,Never,'Very frequently',Never,Never,'Very frequently',Rarely,Rarely,Sometimes,Sometimes,Never,'Very frequently','Very frequently',Rarely,Never,Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(8-9]\'','\'(2-3]\'','No effect'
'\'(14.8-19.6]\'','Other streaming service','\'(2.8-4.2]\'',Yes,No,No,Pop,No,Yes,'\'(110-132]\'',Never,Never,Never,Never,Never,'Very frequently',Never,'Very frequently',Never,Never,Never,'Very frequently',Sometimes,Never,Never,Never,'\'(5-6]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(7-8.4]\'',Yes,Yes,Yes,Gospel,Yes,Yes,'\'(44-66]\'',Rarely,Never,Rarely,Never,'Very frequently',Sometimes,Sometimes,Never,Sometimes,'Very frequently',Never,Sometimes,'Very frequently',Sometimes,Never,Sometimes,'\'(2-3]\'','\'(-inf-1]\'','\'(1-2]\'','\'(1-2]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(7-8.4]\'',Yes,No,No,Lofi,Yes,Yes,'\'(154-inf)\'','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','Very frequently','\'(5-6]\'','\'(4-5]\'','\'(8-9]\'','\'(7-8]\'',Improve
'\'(29.2-34]\'',Spotify,'\'(7-8.4]\'',Yes,No,No,Rock,Yes,No,'\'(88-110]\'',Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,'Very frequently',Sometimes,'\'(6-inf)\'','\'(5-6]\'','\'(4-5]\'','\'(7-8]\'',Improve
'\'(19.6-24.4]\'','YouTube Music','\'(7-8.4]\'',Yes,Yes,No,Metal,Yes,No,'\'(88-110]\'',Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,'Very frequently',Rarely,Rarely,Never,'Very frequently','Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(7-8]\'','\'(5-6]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(8.4-inf)\'',Yes,Yes,No,Latin,Yes,No,'\'(154-inf)\'','Very frequently',Never,Rarely,Rarely,Sometimes,'Very frequently',Never,Rarely,'Very frequently',Rarely,Sometimes,Rarely,Never,'Very frequently','Very frequently',Sometimes,'\'(-inf-1]\'','\'(2-3]\'','\'(8-9]\'','\'(4-5]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(5.6-7]\'',Yes,No,No,EDM,Yes,Yes,'\'(88-110]\'',Rarely,Never,'Very frequently',Never,Never,Sometimes,Rarely,'Very frequently','Very frequently','Very frequently',Never,'Very frequently','Very frequently','Very frequently',Rarely,Sometimes,'\'(-inf-1]\'','\'(1-2]\'','\'(-inf-1]\'','\'(4-5]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,No,R&B,No,Yes,'\'(132-154]\'',Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,'Very frequently','Very frequently',Rarely,Never,Sometimes,'Very frequently','Very frequently',Never,Rarely,'\'(1-2]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(7-8.4]\'',Yes,No,No,Jazz,Yes,No,'\'(66-88]\'','Very frequently',Never,Rarely,Never,Never,'Very frequently','Very frequently',Never,Rarely,'Very frequently',Never,Rarely,Sometimes,Sometimes,'Very frequently',Rarely,'\'(1-2]\'','\'(1-2]\'','\'(3-4]\'','\'(-inf-1]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',No,No,No,Pop,No,No,'\'(154-inf)\'',Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,'Very frequently',Sometimes,Sometimes,'Very frequently',Sometimes,'\'(4-5]\'','\'(5-6]\'','\'(2-3]\'','\'(3-4]\'','No effect'
'\'(43.6-48.4]\'','I do not use a streaming service.','\'(-inf-1.4]\'',No,No,No,Rock,No,No,'\'(110-132]\'',Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,No,'Hip hop',Yes,No,'\'(88-110]\'',Never,Never,Never,Never,Sometimes,'Very frequently',Never,Never,Never,Sometimes,Never,Sometimes,'Very frequently','Very frequently',Never,Never,'\'(4-5]\'','\'(3-4]\'','\'(2-3]\'','\'(6-7]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,No,'K pop',Yes,Yes,'\'(110-132]\'',Rarely,Never,Rarely,Never,Never,'Very frequently','Very frequently','Very frequently',Never,Sometimes,Never,'Very frequently','Very frequently','Very frequently','Very frequently',Sometimes,'\'(1-2]\'','\'(6-inf)\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(-inf-1.4]\'',Yes,No,No,'Video game music',Yes,Yes,'\'(110-132]\'','Very frequently','Very frequently',Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,'Very frequently',Rarely,Sometimes,Never,Sometimes,Sometimes,'Very frequently','\'(-inf-1]\'','\'(5-6]\'','\'(-inf-1]\'','\'(3-4]\'',Improve
'\'(14.8-19.6]\'','I do not use a streaming service.','\'(-inf-1.4]\'',No,No,No,Classical,Yes,Yes,'\'(110-132]\'','Very frequently',Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,Yes,Rap,Yes,Yes,'\'(110-132]\'',Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,'Very frequently',Sometimes,Sometimes,'\'(6-inf)\'','\'(4-5]\'','\'(-inf-1]\'','\'(2-3]\'',Improve
'\'(19.6-24.4]\'','Other streaming service','\'(-inf-1.4]\'',Yes,Yes,No,Folk,No,Yes,'\'(110-132]\'',Sometimes,Never,Never,'Very frequently',Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,'\'(6-inf)\'','\'(4-5]\'','\'(2-3]\'','\'(-inf-1]\'','No effect'
'\'(53.2-inf)\'','I do not use a streaming service.','\'(1.4-2.8]\'',Yes,No,No,Rock,No,Yes,'\'(154-inf)\'',Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,'Very frequently',Never,Never,Rarely,'Very frequently',Never,'\'(2-3]\'','\'(2-3]\'','\'(-inf-1]\'','\'(7-8]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(8.4-inf)\'',Yes,No,No,Rock,Yes,Yes,'\'(154-inf)\'',Sometimes,Rarely,'Very frequently',Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,'Very frequently',Sometimes,Rarely,Sometimes,'Very frequently',Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(3-4]\'','\'(6-7]\'',Worsen
'\'(19.6-24.4]\'',Spotify,'\'(-inf-1.4]\'',Yes,No,No,Pop,Yes,No,'\'(110-132]\'',Rarely,Never,Never,'Very frequently',Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,'Very frequently',Rarely,Rarely,'Very frequently',Never,'\'(2-3]\'','\'(1-2]\'','\'(2-3]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'','Apple Music','\'(-inf-1.4]\'',Yes,No,No,Rock,No,No,'\'(88-110]\'',Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,'Very frequently',Rarely,'\'(4-5]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(8-9]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Rock,No,No,'\'(88-110]\'',Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,'Very frequently',Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(3-4]\'','\'(9-inf)\'',Improve
'\'(29.2-34]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,Metal,Yes,Yes,'\'(132-154]\'',Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,'Very frequently',Sometimes,Sometimes,Sometimes,'Very frequently',Sometimes,'\'(3-4]\'','\'(6-inf)\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,Rock,Yes,Yes,'\'(132-154]\'',Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,'Very frequently','Very frequently',Sometimes,Sometimes,'Very frequently',Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(6-7]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,No,Rock,Yes,No,'\'(110-132]\'',Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,'Very frequently','Very frequently',Never,Rarely,'Very frequently',Never,'\'(-inf-1]\'','\'(4-5]\'','\'(5-6]\'','\'(3-4]\'','No effect'
'\'(19.6-24.4]\'','YouTube Music','\'(-inf-1.4]\'',No,No,No,Jazz,Yes,Yes,'\'(110-132]\'',Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,'Very frequently','\'(2-3]\'','\'(1-2]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(24.4-29.2]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,Yes,Jazz,Yes,Yes,'\'(88-110]\'',Rarely,Rarely,Rarely,Rarely,Never,Sometimes,'Very frequently',Never,Sometimes,Rarely,'Very frequently',Rarely,Sometimes,Rarely,'Very frequently',Rarely,'\'(5-6]\'','\'(6-inf)\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'','YouTube Music','\'(2.8-4.2]\'',Yes,No,No,Rock,No,No,'\'(110-132]\'',Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,'Very frequently',Sometimes,Never,Sometimes,'Very frequently','Very frequently','\'(5-6]\'','\'(2-3]\'','\'(5-6]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(4.2-5.6]\'',Yes,Yes,Yes,Metal,Yes,Yes,'\'(110-132]\'',Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,'Very frequently',Sometimes,Never,Sometimes,'Very frequently',Sometimes,'\'(6-inf)\'','\'(3-4]\'','\'(7-8]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(7-8.4]\'',Yes,No,No,Metal,Yes,No,'\'(110-132]\'',Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,'Very frequently','Very frequently','Very frequently',Rarely,Sometimes,Never,'\'(1-2]\'','\'(5-6]\'','\'(8-9]\'','\'(-inf-1]\'','No effect'
'\'(24.4-29.2]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,'Hip hop',Yes,Yes,'\'(154-inf)\'',Rarely,Sometimes,Sometimes,Rarely,Never,'Very frequently',Never,Never,'Very frequently',Sometimes,Rarely,'Very frequently',Rarely,'Very frequently',Sometimes,Rarely,'\'(6-inf)\'','\'(4-5]\'','\'(2-3]\'','\'(7-8]\'',Improve
'\'(43.6-48.4]\'','I do not use a streaming service.','\'(4.2-5.6]\'',Yes,No,Yes,Rock,Yes,Yes,'\'(110-132]\'','Very frequently',Sometimes,Sometimes,'Very frequently',Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,'Very frequently',Rarely,'\'(2-3]\'','\'(2-3]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Rap,No,Yes,'\'(110-132]\'',Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,'Very frequently',Sometimes,'Very frequently',Sometimes,'Very frequently',Sometimes,Sometimes,'\'(6-inf)\'','\'(4-5]\'','\'(2-3]\'','\'(2-3]\'',Improve
'\'(19.6-24.4]\'','YouTube Music','\'(2.8-4.2]\'',Yes,No,No,Rock,Yes,Yes,'\'(132-154]\'',Sometimes,'Very frequently',Rarely,'Very frequently',Never,Sometimes,Never,Never,Never,Rarely,Sometimes,'Very frequently',Sometimes,Sometimes,'Very frequently',Rarely,'\'(3-4]\'','\'(6-inf)\'','\'(1-2]\'','\'(2-3]\'',Improve
'\'(19.6-24.4]\'','I do not use a streaming service.','\'(-inf-1.4]\'',Yes,Yes,No,Classical,No,No,'\'(88-110]\'','Very frequently',Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,'\'(2-3]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(4-5]\'',Improve
